2025-04-11 09:05:40,389 - Client - INFO - Klien 1 dimulai...
2025-04-11 09:05:40,862 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28813563 bytes
2025-04-11 09:05:40,862 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28748027 bytes
2025-04-11 09:05:40,862 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28682491 bytes
2025-04-11 09:05:40,862 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28616955 bytes
2025-04-11 09:05:40,863 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28551419 bytes
2025-04-11 09:05:40,863 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28485883 bytes
2025-04-11 09:05:40,864 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28420347 bytes
2025-04-11 09:05:40,865 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28354811 bytes
2025-04-11 09:05:40,865 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28289275 bytes
2025-04-11 09:05:40,866 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28223739 bytes
2025-04-11 09:05:40,866 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28158203 bytes
2025-04-11 09:05:40,867 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28092667 bytes
2025-04-11 09:05:40,867 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 28027131 bytes
2025-04-11 09:05:40,868 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27961595 bytes
2025-04-11 09:05:40,868 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27896059 bytes
2025-04-11 09:05:40,869 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27830523 bytes
2025-04-11 09:05:40,870 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27764987 bytes
2025-04-11 09:05:40,870 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27699451 bytes
2025-04-11 09:05:40,871 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27633915 bytes
2025-04-11 09:05:40,871 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27568379 bytes
2025-04-11 09:05:40,872 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27502843 bytes
2025-04-11 09:05:40,873 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27437307 bytes
2025-04-11 09:05:40,873 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27371771 bytes
2025-04-11 09:05:40,874 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27306235 bytes
2025-04-11 09:05:40,875 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27240699 bytes
2025-04-11 09:05:40,876 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27175163 bytes
2025-04-11 09:05:40,876 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27109627 bytes
2025-04-11 09:05:40,877 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 27044091 bytes
2025-04-11 09:05:40,878 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26978555 bytes
2025-04-11 09:05:40,879 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26913019 bytes
2025-04-11 09:05:40,879 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26847483 bytes
2025-04-11 09:05:40,880 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26781947 bytes
2025-04-11 09:05:40,882 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26716411 bytes
2025-04-11 09:05:40,882 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26650875 bytes
2025-04-11 09:05:40,883 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26585339 bytes
2025-04-11 09:05:40,884 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26519803 bytes
2025-04-11 09:05:40,885 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26454267 bytes
2025-04-11 09:05:40,885 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26388731 bytes
2025-04-11 09:05:40,886 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26323195 bytes
2025-04-11 09:05:40,887 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26257659 bytes
2025-04-11 09:05:40,888 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26192123 bytes
2025-04-11 09:05:40,889 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26126587 bytes
2025-04-11 09:05:40,890 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 26061051 bytes
2025-04-11 09:05:40,891 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25995515 bytes
2025-04-11 09:05:40,892 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25929979 bytes
2025-04-11 09:05:40,892 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25864443 bytes
2025-04-11 09:05:40,893 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25798907 bytes
2025-04-11 09:05:40,894 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25733371 bytes
2025-04-11 09:05:40,895 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25667835 bytes
2025-04-11 09:05:40,896 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25602299 bytes
2025-04-11 09:05:40,897 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25536763 bytes
2025-04-11 09:05:40,899 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25471227 bytes
2025-04-11 09:05:40,900 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25405691 bytes
2025-04-11 09:05:40,901 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25340155 bytes
2025-04-11 09:05:40,902 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25274619 bytes
2025-04-11 09:05:40,903 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25209083 bytes
2025-04-11 09:05:40,904 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25143547 bytes
2025-04-11 09:05:40,905 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25078011 bytes
2025-04-11 09:05:40,906 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 25012475 bytes
2025-04-11 09:05:40,908 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24946939 bytes
2025-04-11 09:05:40,909 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24881403 bytes
2025-04-11 09:05:40,910 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24815867 bytes
2025-04-11 09:05:40,911 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24750331 bytes
2025-04-11 09:05:40,912 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24684795 bytes
2025-04-11 09:05:40,913 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24619259 bytes
2025-04-11 09:05:40,914 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24553723 bytes
2025-04-11 09:05:40,915 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24488187 bytes
2025-04-11 09:05:40,917 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24422651 bytes
2025-04-11 09:05:40,918 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24357115 bytes
2025-04-11 09:05:40,919 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24291579 bytes
2025-04-11 09:05:40,921 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24226043 bytes
2025-04-11 09:05:40,923 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24160507 bytes
2025-04-11 09:05:40,924 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24094971 bytes
2025-04-11 09:05:40,926 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 24029435 bytes
2025-04-11 09:05:40,927 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23963899 bytes
2025-04-11 09:05:40,928 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23898363 bytes
2025-04-11 09:05:40,930 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23832827 bytes
2025-04-11 09:05:40,931 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23767291 bytes
2025-04-11 09:05:40,932 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23701755 bytes
2025-04-11 09:05:40,934 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23636219 bytes
2025-04-11 09:05:40,935 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23570683 bytes
2025-04-11 09:05:40,937 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23505147 bytes
2025-04-11 09:05:40,939 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23439611 bytes
2025-04-11 09:05:40,940 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23374075 bytes
2025-04-11 09:05:40,942 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23308539 bytes
2025-04-11 09:05:40,943 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23243003 bytes
2025-04-11 09:05:40,946 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23177467 bytes
2025-04-11 09:05:40,947 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23111931 bytes
2025-04-11 09:05:40,949 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 23046395 bytes
2025-04-11 09:05:40,950 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22980859 bytes
2025-04-11 09:05:40,952 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22915323 bytes
2025-04-11 09:05:40,954 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22849787 bytes
2025-04-11 09:05:40,955 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22784251 bytes
2025-04-11 09:05:40,956 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22718715 bytes
2025-04-11 09:05:40,958 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22653179 bytes
2025-04-11 09:05:40,960 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22587643 bytes
2025-04-11 09:05:40,962 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22522107 bytes
2025-04-11 09:05:40,963 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22456571 bytes
2025-04-11 09:05:40,964 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22391035 bytes
2025-04-11 09:05:40,966 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22325499 bytes
2025-04-11 09:05:40,967 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22259963 bytes
2025-04-11 09:05:40,968 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22194427 bytes
2025-04-11 09:05:40,971 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22128891 bytes
2025-04-11 09:05:40,973 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 22063355 bytes
2025-04-11 09:05:40,974 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21997819 bytes
2025-04-11 09:05:40,975 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21932283 bytes
2025-04-11 09:05:40,977 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21866747 bytes
2025-04-11 09:05:40,979 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21801211 bytes
2025-04-11 09:05:40,980 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21735675 bytes
2025-04-11 09:05:40,982 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21670139 bytes
2025-04-11 09:05:40,984 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21604603 bytes
2025-04-11 09:05:40,987 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21539067 bytes
2025-04-11 09:05:40,989 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21473531 bytes
2025-04-11 09:05:40,991 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21407995 bytes
2025-04-11 09:05:40,994 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21342459 bytes
2025-04-11 09:05:40,995 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21276923 bytes
2025-04-11 09:05:40,997 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21211387 bytes
2025-04-11 09:05:40,999 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21145851 bytes
2025-04-11 09:05:41,000 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21080315 bytes
2025-04-11 09:05:41,002 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 21014779 bytes
2025-04-11 09:05:41,004 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20949243 bytes
2025-04-11 09:05:41,006 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20883707 bytes
2025-04-11 09:05:41,007 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20818171 bytes
2025-04-11 09:05:41,009 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20752635 bytes
2025-04-11 09:05:41,011 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20687099 bytes
2025-04-11 09:05:41,013 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20621563 bytes
2025-04-11 09:05:41,015 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20556027 bytes
2025-04-11 09:05:41,017 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20490491 bytes
2025-04-11 09:05:41,018 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20424955 bytes
2025-04-11 09:05:41,020 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20359419 bytes
2025-04-11 09:05:41,022 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20293883 bytes
2025-04-11 09:05:41,023 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20228347 bytes
2025-04-11 09:05:41,025 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20162811 bytes
2025-04-11 09:05:41,027 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20097275 bytes
2025-04-11 09:05:41,029 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 20031739 bytes
2025-04-11 09:05:41,031 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19966203 bytes
2025-04-11 09:05:41,033 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19900667 bytes
2025-04-11 09:05:41,035 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19835131 bytes
2025-04-11 09:05:41,037 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19769595 bytes
2025-04-11 09:05:41,039 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19704059 bytes
2025-04-11 09:05:41,040 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19638523 bytes
2025-04-11 09:05:41,042 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19572987 bytes
2025-04-11 09:05:41,044 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19507451 bytes
2025-04-11 09:05:41,046 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19441915 bytes
2025-04-11 09:05:41,048 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19376379 bytes
2025-04-11 09:05:41,050 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19310843 bytes
2025-04-11 09:05:41,051 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19245307 bytes
2025-04-11 09:05:41,053 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19179771 bytes
2025-04-11 09:05:41,055 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19114235 bytes
2025-04-11 09:05:41,056 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 19048699 bytes
2025-04-11 09:05:41,058 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18983163 bytes
2025-04-11 09:05:41,061 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18917627 bytes
2025-04-11 09:05:41,062 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18852091 bytes
2025-04-11 09:05:41,064 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18786555 bytes
2025-04-11 09:05:41,067 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18721019 bytes
2025-04-11 09:05:41,069 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18655483 bytes
2025-04-11 09:05:41,071 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18589947 bytes
2025-04-11 09:05:41,073 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18524411 bytes
2025-04-11 09:05:41,075 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18458875 bytes
2025-04-11 09:05:41,077 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18393339 bytes
2025-04-11 09:05:41,079 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18327803 bytes
2025-04-11 09:05:41,081 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18262267 bytes
2025-04-11 09:05:41,083 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18196731 bytes
2025-04-11 09:05:41,085 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18131195 bytes
2025-04-11 09:05:41,087 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18065659 bytes
2025-04-11 09:05:41,089 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 18000123 bytes
2025-04-11 09:05:41,091 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17934587 bytes
2025-04-11 09:05:41,094 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17869051 bytes
2025-04-11 09:05:41,096 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17803515 bytes
2025-04-11 09:05:41,098 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17737979 bytes
2025-04-11 09:05:41,100 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17672443 bytes
2025-04-11 09:05:41,102 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17606907 bytes
2025-04-11 09:05:41,104 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17541371 bytes
2025-04-11 09:05:41,107 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17475835 bytes
2025-04-11 09:05:41,109 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17410299 bytes
2025-04-11 09:05:41,111 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17344763 bytes
2025-04-11 09:05:41,113 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17279227 bytes
2025-04-11 09:05:41,115 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17213691 bytes
2025-04-11 09:05:41,117 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17148155 bytes
2025-04-11 09:05:41,119 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17082619 bytes
2025-04-11 09:05:41,122 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 17017083 bytes
2025-04-11 09:05:41,124 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16951547 bytes
2025-04-11 09:05:41,127 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16886011 bytes
2025-04-11 09:05:41,129 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16820475 bytes
2025-04-11 09:05:41,131 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16754939 bytes
2025-04-11 09:05:41,133 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16689403 bytes
2025-04-11 09:05:41,135 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16623867 bytes
2025-04-11 09:05:41,138 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16558331 bytes
2025-04-11 09:05:41,140 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16492795 bytes
2025-04-11 09:05:41,143 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16427259 bytes
2025-04-11 09:05:41,145 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16361723 bytes
2025-04-11 09:05:41,148 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16296187 bytes
2025-04-11 09:05:41,150 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16230651 bytes
2025-04-11 09:05:41,152 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16165115 bytes
2025-04-11 09:05:41,154 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16099579 bytes
2025-04-11 09:05:41,157 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 16034043 bytes
2025-04-11 09:05:41,159 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15968507 bytes
2025-04-11 09:05:41,161 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15902971 bytes
2025-04-11 09:05:41,164 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15837435 bytes
2025-04-11 09:05:41,166 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15771899 bytes
2025-04-11 09:05:41,169 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15706363 bytes
2025-04-11 09:05:41,171 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15640827 bytes
2025-04-11 09:05:41,173 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15575291 bytes
2025-04-11 09:05:41,176 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15509755 bytes
2025-04-11 09:05:41,178 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15444219 bytes
2025-04-11 09:05:41,181 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15378683 bytes
2025-04-11 09:05:41,183 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15313147 bytes
2025-04-11 09:05:41,186 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15247611 bytes
2025-04-11 09:05:41,188 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15182075 bytes
2025-04-11 09:05:41,191 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15116539 bytes
2025-04-11 09:05:41,194 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 15051003 bytes
2025-04-11 09:05:41,196 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14985467 bytes
2025-04-11 09:05:41,199 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14919931 bytes
2025-04-11 09:05:41,202 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14854395 bytes
2025-04-11 09:05:41,204 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14788859 bytes
2025-04-11 09:05:41,207 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14723323 bytes
2025-04-11 09:05:41,210 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14657787 bytes
2025-04-11 09:05:41,212 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14592251 bytes
2025-04-11 09:05:41,214 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14526715 bytes
2025-04-11 09:05:41,217 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14461179 bytes
2025-04-11 09:05:41,220 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14395643 bytes
2025-04-11 09:05:41,222 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14330107 bytes
2025-04-11 09:05:41,225 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14264571 bytes
2025-04-11 09:05:41,227 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14199035 bytes
2025-04-11 09:05:41,230 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14133499 bytes
2025-04-11 09:05:41,233 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14067963 bytes
2025-04-11 09:05:41,235 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 14002427 bytes
2025-04-11 09:05:41,238 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13936891 bytes
2025-04-11 09:05:41,241 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13871355 bytes
2025-04-11 09:05:41,243 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13805819 bytes
2025-04-11 09:05:41,246 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13740283 bytes
2025-04-11 09:05:41,249 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13674747 bytes
2025-04-11 09:05:41,251 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13609211 bytes
2025-04-11 09:05:41,253 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13543675 bytes
2025-04-11 09:05:41,256 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13478139 bytes
2025-04-11 09:05:41,258 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13412603 bytes
2025-04-11 09:05:41,261 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13347067 bytes
2025-04-11 09:05:41,264 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13281531 bytes
2025-04-11 09:05:41,266 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13215995 bytes
2025-04-11 09:05:41,269 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13150459 bytes
2025-04-11 09:05:41,272 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13084923 bytes
2025-04-11 09:05:41,275 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 13019387 bytes
2025-04-11 09:05:41,277 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12953851 bytes
2025-04-11 09:05:41,280 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12888315 bytes
2025-04-11 09:05:41,283 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12822779 bytes
2025-04-11 09:05:41,285 - Client - INFO - Menerima chunk: 65536 bytes, sisa: 12757243 bytes
